iter	Logloss
291	0.09489737855
292	0.09455875886
293	0.09425387287
294	0.09401082268
295	0.0938115743
296	0.09351620483
297	0.09328620249
298	0.09312455128
299	0.09289054625
300	0.09267965825
301	0.09245128727
302	0.09226523088
303	0.09199065083
304	0.0918578372
305	0.09151420675
306	0.09117153477
307	0.09093084595
308	0.09070837887
309	0.09050568018
310	0.09029752518
311	0.09015121187
312	0.08995965244
313	0.08968310069
314	0.08949902092
315	0.0893013808
316	0.08908380752
317	0.08892553966
318	0.08876845502
319	0.08852025417
320	0.08842122971
321	0.0882245654
322	0.08800031025
323	0.08776494207
324	0.08759191767
325	0.08738251252
326	0.08717881055
327	0.0869761717
328	0.0867160323
329	0.08641407046
330	0.08622473345
331	0.08598076799
332	0.08575132119
333	0.08552181277
334	0.08535992341
335	0.08508671471
336	0.08495216233
337	0.084719195
338	0.08461777337
339	0.08445987619
340	0.08424120701
341	0.08410317399
342	0.08396122995
343	0.08377318054
344	0.08352824432
345	0.08330216572
346	0.08298312764
347	0.08273954624
348	0.08251589144
349	0.08228843547
350	0.08213484062
351	0.08195858015
352	0.08184283456
353	0.08162451228
354	0.08142053815
355	0.08121090209
356	0.08097765972
357	0.08089189434
358	0.08073855963
359	0.08053699633
360	0.08037041511
361	0.08022434418
362	0.08010689946
363	0.07991280856
364	0.07974135855
365	0.07942794155
366	0.07934516863
367	0.07913824808
368	0.07895420096
369	0.07876429858
370	0.07854923136
371	0.07840303336
372	0.07829096201
373	0.07792060232
374	0.07779395614
375	0.07758180637
376	0.07741607349
377	0.07728049598
378	0.07708962121
379	0.07697253255
380	0.07682520749
381	0.07657764771
382	0.07642257562
383	0.07628717231
384	0.07607998739
385	0.07595064428
386	0.07581771233
387	0.07566020072
388	0.07553945735
389	0.07536151389
390	0.07522475111
391	0.07496553711
392	0.07478846001
393	0.07463660568
394	0.07448574137
395	0.07429395993
396	0.07424582041
397	0.07412192924
398	0.07387743925
399	0.07371260512
400	0.07352516808
401	0.07338264569
402	0.07322387285
403	0.07302214396
404	0.07284706848
405	0.07268856398
406	0.07251265835
407	0.0723781833
408	0.07219346287
409	0.07200167145
410	0.07186135631
411	0.07173996668
412	0.07159699219
413	0.07138184681
414	0.07112922395
415	0.07095188698
416	0.07076814482
417	0.07051657045
418	0.0703171286
419	0.07019649139
420	0.07007586457
421	0.06996184065
422	0.06980209433
423	0.06966257628
424	0.06951815255
425	0.06937956045
426	0.06929194756
427	0.06915213768
428	0.0690110995
429	0.06879569985
430	0.06861670858
431	0.06846478498
432	0.0683249725
433	0.06813841372
434	0.06803248236
435	0.06778849886
436	0.06761178902
437	0.06751768432
438	0.06742450214
439	0.06725820347
440	0.06714942435
441	0.06706839687
442	0.06692116199
443	0.06674322358
444	0.06655862133
445	0.06637923724
446	0.06626775627
447	0.06612476428
448	0.06593516139
449	0.06581659331
450	0.06563825703
451	0.06544680541
452	0.06515861241
453	0.06504560952
454	0.0649267582
455	0.06478918193
456	0.06465703532
457	0.06444511086
458	0.06429691492
459	0.06419735911
460	0.06407963266
461	0.06402527295
462	0.06388290058
463	0.06378426743
464	0.06363930005
465	0.0634559936
466	0.06334245307
467	0.06311491335
468	0.06296460799
469	0.06282598925
470	0.06271563164
471	0.06259942273
472	0.06232764127
473	0.06210596309
474	0.06197964196
475	0.06179823739
476	0.06167327941
477	0.06158778852
478	0.061448541
479	0.06125027648
480	0.06101561426
481	0.06092173022
482	0.06079100633
483	0.06059583702
484	0.06045691646
485	0.06034962427
486	0.06026835824
487	0.06016812748
488	0.06004755094
489	0.05981339124
490	0.05969780086
491	0.05953159182
492	0.05941848318
493	0.05924240511
494	0.05909135171
495	0.05891907919
496	0.05871368165
497	0.05859026622
498	0.05851378823
499	0.05839663399
500	0.05830946775
501	0.0581359851
502	0.05800840192
503	0.05783522723
504	0.05766566941
505	0.05756144196
506	0.0574450486
507	0.05729333296
508	0.05715470396
509	0.05705182204
510	0.05697558521
511	0.05680485045
512	0.05671713058
513	0.05661776209
514	0.05653521065
515	0.05641684655
516	0.05634133631
517	0.05614233618
518	0.05601014162
519	0.05587537036
520	0.05586079431
521	0.05569639916
522	0.05561790507
523	0.0555317145
524	0.05542311696
525	0.05537143847
526	0.05530246568
527	0.05525011183
528	0.05513285033
529	0.05500081125
530	0.05492952
531	0.05480266246
532	0.05468009085
533	0.05452961553
534	0.05446518376
535	0.05431038165
536	0.05422272477
537	0.0541418894
538	0.05409871295
539	0.05400283125
540	0.0539356229
541	0.0538602553
542	0.05372207131
543	0.05364751297
544	0.05353604278
545	0.05348009366
546	0.05343313313
547	0.05336213208
548	0.05319725231
549	0.05310958778
550	0.05287050463
551	0.05277465763
552	0.0527467591
553	0.05265345997
554	0.05247622028
555	0.05238968267
556	0.05228231712
557	0.0521420722
558	0.05202003072
559	0.05187280977
560	0.05175751806
561	0.05161239643
562	0.0515034763
563	0.05140773273
564	0.05126945296
565	0.05113284745
566	0.05102755306
567	0.05091967829
568	0.05077643818
569	0.05066422788
570	0.05059483345
571	0.05039272131
572	0.05029292312
573	0.05023490706
574	0.05014117276
575	0.05004603829
576	0.04991330335
577	0.04980281431
578	0.04965059477
579	0.04957570497
580	0.04948166571
581	0.04936574168
582	0.04928415238
583	0.04917310029
584	0.04909142478
585	0.04901285486
586	0.04884711432
587	0.04874431821
588	0.04863774524
589	0.04860057708
590	0.04851180721
591	0.04842839282
592	0.04833560222
593	0.0482272614
594	0.04815138076
595	0.04804413845
596	0.04797620527
597	0.0478238211
598	0.04769010339
599	0.04761991036
600	0.04748683167
601	0.04738284729
602	0.04732751532
603	0.04721755599
604	0.0471214733
605	0.04704269994
606	0.04684252343
607	0.0467295342
608	0.04663930062
609	0.04655963111
610	0.04644005114
611	0.04634146253
612	0.04633563023
613	0.04618585731
614	0.04607279253
615	0.04591924577
616	0.04579231186
617	0.04570471974
618	0.04562135767
619	0.04550116178
620	0.04540575309
621	0.04528469069
622	0.04520270859
623	0.04508072845
624	0.04497764855
625	0.04488154195
626	0.04481777489
627	0.04468668402
628	0.04462215962
629	0.04453245507
630	0.04442534515
631	0.04433639876
632	0.04422579222
633	0.04413940749
634	0.04410991409
635	0.04404489782
636	0.04395755096
637	0.04385301158
638	0.04376078991
639	0.04361330554
640	0.04355317351
641	0.04348625877
642	0.04336213328
643	0.04325641178
644	0.04321555367
645	0.0431333367
646	0.04303302177
647	0.04296592368
648	0.04281252298
649	0.0426915289
650	0.04253365467
651	0.04250616344
652	0.042450845
653	0.04242144451
654	0.0422670378
655	0.04216784133
656	0.04205457051
657	0.04197517029
658	0.0418694324
659	0.04179105198
660	0.04171830713
661	0.0416245149
662	0.04160168027
663	0.04144253539
664	0.04139589211
665	0.04131493842
666	0.04125643036
667	0.04120178837
668	0.04111596971
669	0.04110250487
670	0.04103392544
671	0.04093769669
672	0.04089903995
673	0.04077999421
674	0.0406998372
675	0.0405900257
676	0.04048917246
677	0.04040403093
678	0.0402756292
679	0.04025236638
680	0.04013540861
681	0.04007898853
682	0.04002949256
683	0.03995903502
684	0.03984606587
685	0.03968093088
686	0.0395990481
687	0.039541544
688	0.03943508033
689	0.03939532236
690	0.03933131743
691	0.03929555628
692	0.03925388399
693	0.03914426883
694	0.03908269877
695	0.03904025739
696	0.03902006341
697	0.03891903254
698	0.038776551
699	0.03863684318
700	0.03852757847
701	0.03844390735
702	0.03835096414
703	0.03828203603
704	0.03818582054
705	0.03805244003
706	0.03800845392
707	0.03799418693
708	0.03795773102
709	0.03785467995
710	0.03780317593
711	0.03778609792
712	0.03771192857
713	0.03757759971
714	0.03747280279
715	0.03734259646
716	0.03727341942
717	0.03720659827
718	0.03716921396
719	0.0370959036
720	0.03701016432
721	0.03698368851
722	0.03690393729
723	0.03685145378
724	0.03679370566
725	0.03676442635
726	0.03674806141
727	0.03667936598
728	0.03661465631
729	0.03650397885
730	0.03645348262
731	0.0364097572
732	0.0363121944
733	0.0361676861
734	0.0361003183
735	0.03606810665
736	0.03602504471
737	0.03590448579
738	0.03586948553
739	0.03580353936
740	0.03575837482
741	0.03562301701
742	0.03558245935
743	0.0355171
744	0.03544854968
745	0.03536176914
746	0.03527535873
747	0.03523432068
748	0.03515926022
749	0.03510458982
750	0.03503056064
751	0.03494629641
752	0.03486127239
753	0.03477994842
754	0.03470877809
755	0.03462777069
756	0.03457835137
757	0.03447518157
758	0.03437610424
759	0.03432242782
760	0.03423764453
761	0.03415472665
762	0.03405444861
763	0.0340119616
764	0.0339088358
765	0.03387867441
766	0.03382321415
767	0.03375184393
768	0.03369812706
769	0.03368622703
770	0.03363944138
771	0.03359364684
772	0.03357794838
773	0.03348380146
774	0.03344488035
775	0.03335852568
776	0.03323633459
777	0.03316660009
778	0.03309138812
779	0.03301281123
780	0.03299812587
781	0.032945641
782	0.03287267466
783	0.03279886136
784	0.03274518562
785	0.03272276116
786	0.03263525457
787	0.0325788778
788	0.03255739239
789	0.03246448156
790	0.03240762973
791	0.03232298143
792	0.03223799812
793	0.03215763111
794	0.03202483128
795	0.03199784763
796	0.03194067663
797	0.03189428256
798	0.03185104955
799	0.03183209698
800	0.0317850516
801	0.03174147128
802	0.03168217282
803	0.03165272942
804	0.03162131801
805	0.03157850227
806	0.03152563756
807	0.03148177551
808	0.03140862009
809	0.03138284875
810	0.03131619279
811	0.0312615907
812	0.03118315454
813	0.03113827459
814	0.03103054369
815	0.03095046934
816	0.03090631245
817	0.03083743721
818	0.03081320897
819	0.0307656892
820	0.03068609183
821	0.03066535351
822	0.03057365062
823	0.03052135183
824	0.03046538782
825	0.03037722937
826	0.0302622392
827	0.03021646256
828	0.03012978669
829	0.03007976196
830	0.03005631947
831	0.03003023115
832	0.02996111381
833	0.02994385176
834	0.02984984912
835	0.02978572285
836	0.02974522435
837	0.02972198571
838	0.02965704459
839	0.02959136088
840	0.02953328854
841	0.0294864425
842	0.02940041233
843	0.02935837128
844	0.02933804067
845	0.02924849352
846	0.02922779346
847	0.02919511563
848	0.02914103246
849	0.02912298779
850	0.02904666283
851	0.0289661693
852	0.0289110058
853	0.02886294553
854	0.02884123851
855	0.02879379185
856	0.02872252355
857	0.02867278984
858	0.02863895668
859	0.02862125195
860	0.02858913566
861	0.02850699753
862	0.02844463679
863	0.02839398821
864	0.02834440439
865	0.02830213489
866	0.02823268308
867	0.02819089644
868	0.02817765976
869	0.02809537325
870	0.02806214221
871	0.02801878186
872	0.02798055742
873	0.02793969452
874	0.02787845469
875	0.02784296353
876	0.0278075598
877	0.02775018468
878	0.02770321991
879	0.02765455874
880	0.02761762778
881	0.02757138332
882	0.02755606523
883	0.02752833243
884	0.02749108886
885	0.02746706774
886	0.02740859412
887	0.02736298389
888	0.02735117281
889	0.02732242021
890	0.02731027658
891	0.02721317422
892	0.02712244673
893	0.02706477512
894	0.02701923567
895	0.02697395527
896	0.02690836898
897	0.02689063474
898	0.02687856242
899	0.02682951269
900	0.02677487644
901	0.02673469533
902	0.02669135342
903	0.02663442945
904	0.02661969204
905	0.02660727023
906	0.02655267606
907	0.02650188238
908	0.02642234349
909	0.02638343549
910	0.02635114172
911	0.0263401037
912	0.0263206747
913	0.02631396482
914	0.02630060573
915	0.02628675177
916	0.02626153132
917	0.02624380636
918	0.02623292327
919	0.02622120182
920	0.02621072725
921	0.02616728589
922	0.02612405247
923	0.02611399298
924	0.02610392502
925	0.02603275988
926	0.02599908998
927	0.02597645456
928	0.02594897426
929	0.02592153549
930	0.02586628878
931	0.02579704684
932	0.02574980744
933	0.02567435759
934	0.02562857658
935	0.02559034872
936	0.02555629517
937	0.02552695233
938	0.02546440278
939	0.02545023976
940	0.02540488585
941	0.02535577545
942	0.02532055289
943	0.02526458615
944	0.02522613394
945	0.02519409595
946	0.02513891127
947	0.02507388872
948	0.02500202922
949	0.02495542051
950	0.02494538725
951	0.02489447225
952	0.02485140443
953	0.02478732571
954	0.0247769435
955	0.0247436518
956	0.02470817511
957	0.02464060606
958	0.02457613221
959	0.0245208702
960	0.02450306955
961	0.02444615023
962	0.02439537868
963	0.02434257873
964	0.02428075905
965	0.02426149811
966	0.02424258257
967	0.02421085281
968	0.02417576579
969	0.02415724375
970	0.02410844349
971	0.02408199119
972	0.02406431706
973	0.0240425088
974	0.02402600832
975	0.02397847299
976	0.02397397131
977	0.02395779438
978	0.02392573616
979	0.02388706726
980	0.0238440418
981	0.0238091242
982	0.02380148196
983	0.02379561974
984	0.02374192022
985	0.0236943592
986	0.02366793203
987	0.02363988745
988	0.02363056549
989	0.02360854654
990	0.02358201937
991	0.0235170072
992	0.02349532573
993	0.0234639493
994	0.02341611775
995	0.02338635846
996	0.02335397453
997	0.02330943028
998	0.02323179382
999	0.02321654049
